날짜,종가,오픈,고가,저가,거래량,변동 %
2015년 9월 8일,47.34,47.34,47.34,47.34,-,-0.50%
2015년 9월 4일,47.58,47.58,47.58,47.58,-,-2.00%
2015년 9월 3일,48.55,48.55,48.55,48.55,-,0.60%
2015년 9월 2일,48.26,48.26,48.26,48.26,-,1.41%
2015년 9월 1일,47.59,47.59,47.59,47.59,-,-9.71%
2015년 8월 31일,52.71,52.71,52.71,52.71,-,10.39%
2015년 8월 28일,47.75,47.75,47.75,47.75,-,0.27%
2015년 8월 27일,47.62,47.62,47.62,47.62,-,1.15%
2015년 8월 26일,47.08,47.08,47.08,47.08,-,0.06%
2015년 8월 25일,47.05,47.05,47.05,47.05,-,0.41%
2015년 8월 24일,46.86,46.86,46.86,46.86,-,-1.74%
2015년 8월 21일,47.69,47.69,47.69,47.69,-,-1.08%
2015년 8월 20일,48.21,48.21,48.21,48.21,-,-0.35%
2015년 8월 19일,48.38,48.38,48.38,48.38,-,-1.51%
2015년 8월 18일,49.12,49.12,49.12,49.12,-,-0.37%
2015년 8월 17일,49.3,49.3,49.3,49.3,-,-0.60%
2015년 8월 14일,49.6,49.6,49.6,49.6,-,-0.48%
2015년 8월 13일,49.84,49.84,49.84,49.84,-,-0.84%
2015년 8월 12일,50.26,50.26,50.26,50.26,-,1.39%
2015년 8월 11일,49.57,49.57,49.57,49.57,-,-2.13%
2015년 8월 10일,50.65,50.65,50.65,50.65,-,1.79%
2015년 8월 7일,49.76,49.76,49.76,49.76,-,-0.34%
2015년 8월 6일,49.93,49.93,49.93,49.93,-,-0.04%
2015년 8월 5일,49.95,49.95,49.95,49.95,-,-0.28%
2015년 8월 4일,50.09,50.09,50.09,50.09,-,1.15%
2015년 8월 3일,49.52,49.52,49.52,49.52,-,-11.84%
2015년 7월 30일,56.17,56.17,56.17,56.17,-,0.09%
2015년 7월 29일,56.12,56.12,56.12,56.12,-,0.02%
2015년 7월 28일,56.11,56.11,56.11,56.11,-,0.05%
2015년 7월 27일,56.08,56.08,56.08,56.08,-,-0.32%
2015년 7월 24일,56.26,56.26,56.26,56.26,-,-0.20%
2015년 7월 23일,56.37,56.37,56.37,56.37,-,-0.39%
2015년 7월 22일,56.59,56.59,56.59,56.59,-,-0.44%
2015년 7월 21일,56.84,56.84,56.84,56.84,-,0.25%
2015년 7월 20일,56.7,56.7,56.7,56.7,-,-0.46%
2015년 7월 17일,56.96,56.96,56.96,56.96,-,0.21%
2015년 7월 16일,56.84,56.84,56.84,56.84,-,-0.23%
2015년 7월 15일,56.97,56.97,56.97,56.97,-,-1.79%
2015년 7월 14일,58.01,58.01,58.01,58.01,-,0.19%
2015년 7월 13일,57.9,57.9,57.9,57.9,-,-0.86%
2015년 7월 10일,58.4,58.4,58.4,58.4,-,0.24%
2015년 7월 9일,58.26,58.26,58.26,58.26,-,1.80%
2015년 7월 8일,57.23,57.23,57.23,57.23,-,0.72%
2015년 7월 7일,56.82,56.82,56.82,56.82,-,0.83%
2015년 7월 6일,56.35,56.35,56.35,56.35,-,-7.85%
2015년 7월 2일,61.15,61.15,61.15,61.15,-,-0.15%
2015년 7월 1일,61.24,61.24,61.24,61.24,-,-0.89%
2015년 6월 30일,61.79,61.79,61.79,61.79,-,0.05%
2015년 6월 29일,61.76,61.76,61.76,61.76,-,-0.24%
2015년 6월 26일,61.91,61.91,61.91,61.91,-,0.05%
2015년 6월 25일,61.88,61.88,61.88,61.88,-,-0.02%
2015년 6월 24일,61.89,61.89,61.89,61.89,-,-0.19%
2015년 6월 23일,62.01,62.01,62.01,62.01,-,0.50%
2015년 6월 22일,61.7,61.7,61.7,61.7,-,0.24%
2015년 6월 19일,61.55,61.55,61.55,61.55,-,-0.87%
2015년 6월 18일,62.09,62.09,62.09,62.09,-,0.26%
2015년 6월 17일,61.93,61.93,61.93,61.93,-,0.34%
2015년 6월 16일,61.72,61.72,61.72,61.72,-,-0.48%
2015년 6월 15일,62.02,62.02,62.02,62.02,-,-0.66%
2015년 6월 12일,62.43,62.43,62.43,62.43,-,-1.00%
2015년 6월 11일,63.06,63.06,63.06,63.06,-,-0.16%
2015년 6월 10일,63.16,63.16,63.16,63.16,-,1.12%
2015년 6월 9일,62.46,62.46,62.46,62.46,-,2.38%
2015년 6월 8일,61.01,61.01,61.01,61.01,-,-1.04%
2015년 6월 5일,61.65,61.65,61.65,61.65,-,1.75%
2015년 6월 4일,60.59,60.59,60.59,60.59,-,-2.64%
2015년 6월 3일,62.23,62.23,62.23,62.23,-,-2.35%
2015년 6월 2일,63.73,63.73,63.73,63.73,-,1.05%
2015년 6월 1일,63.07,63.07,63.07,63.07,-,-0.77%
2015년 5월 29일,63.56,63.56,63.56,63.56,-,0.09%
2015년 5월 28일,63.5,63.5,63.5,63.5,-,0.19%
2015년 5월 27일,63.38,63.38,63.38,63.38,-,-0.19%
2015년 5월 26일,63.5,63.5,63.5,63.5,-,-0.30%
2015년 5월 22일,63.69,63.69,63.69,63.69,-,-0.61%
2015년 5월 21일,64.08,64.08,64.08,64.08,-,0.68%
2015년 5월 20일,63.65,63.65,63.65,63.65,-,0.89%
2015년 5월 19일,63.09,63.09,63.09,63.09,-,-1.88%
2015년 5월 18일,64.3,64.3,64.3,64.3,-,-0.43%
2015년 5월 15일,64.58,64.58,64.58,64.58,-,-0.11%
2015년 5월 14일,64.65,64.65,64.65,64.65,-,-0.40%
2015년 5월 13일,64.91,64.91,64.91,64.91,-,-0.06%
2015년 5월 12일,64.95,64.95,64.95,64.95,-,1.93%
2015년 5월 11일,63.72,63.72,63.72,63.72,-,-0.39%
2015년 5월 8일,63.97,63.97,63.97,63.97,-,0.11%
2015년 5월 7일,63.9,63.9,63.9,63.9,-,-2.65%
2015년 5월 6일,65.64,65.64,65.64,65.64,-,0.78%
2015년 5월 5일,65.13,65.13,65.13,65.13,-,1.54%
2015년 5월 4일,64.14,64.14,64.14,64.14,0.01K,-0.16%
2015년 5월 1일,64.24,64.24,64.24,64.24,-,9.72%
2015년 4월 30일,58.55,58.55,58.55,58.55,-,0.07%
2015년 4월 29일,58.51,58.51,58.51,58.51,-,0.12%
2015년 4월 28일,58.44,58.44,58.44,58.44,-,-0.03%
2015년 4월 27일,58.46,58.46,58.46,58.46,-,0.03%
2015년 4월 24일,58.44,58.44,58.44,58.44,-,0.09%
2015년 4월 23일,58.39,58.39,58.39,58.39,-,0.76%
2015년 4월 22일,57.95,57.95,57.95,57.95,-,0.38%
2015년 4월 21일,57.73,57.73,57.73,57.73,-,-1.18%
2015년 4월 20일,58.42,58.42,58.42,58.42,-,-0.02%
2015년 4월 17일,58.43,58.43,58.43,58.43,-,-0.53%
2015년 4월 16일,58.74,58.74,58.74,58.74,-,-0.10%
2015년 4월 15일,58.8,58.8,58.8,58.8,-,3.30%
2015년 4월 14일,56.92,56.92,56.92,56.92,-,1.16%
2015년 4월 13일,56.27,56.27,56.27,56.27,-,0.50%
2015년 4월 10일,55.99,55.99,55.99,55.99,-,1.95%
2015년 4월 9일,54.92,54.92,54.92,54.92,-,1.65%
2015년 4월 8일,54.03,54.03,54.03,54.03,-,-5.21%
2015년 4월 7일,57,57,57,57,-,1.35%
2015년 4월 6일,56.24,56.24,56.24,56.24,-,2.57%
2015년 4월 3일,54.83,54.83,54.83,54.83,-,0.00%
2015년 4월 2일,54.83,54.83,54.83,54.83,0.01K,-1.15%
2015년 4월 1일,55.47,55.47,55.47,55.47,0.01K,1.48%
2015년 3월 31일,54.66,54.66,54.66,54.66,-,0.04%
2015년 3월 30일,54.64,54.64,54.64,54.64,-,-0.09%
2015년 3월 27일,54.69,54.69,54.69,54.69,-,-0.62%
2015년 3월 26일,55.03,55.03,55.03,55.03,-,0.82%
2015년 3월 25일,54.58,54.58,54.58,54.58,-,0.46%
2015년 3월 24일,54.33,54.33,54.33,54.33,-,-0.26%
2015년 3월 23일,54.47,54.47,54.47,54.47,-,0.28%
2015년 3월 20일,54.32,54.32,54.32,54.32,-,0.84%
2015년 3월 19일,53.87,53.87,53.87,53.87,-,-1.28%
2015년 3월 18일,54.57,54.57,54.57,54.57,-,1.83%
2015년 3월 17일,53.59,53.59,53.59,53.59,-,-0.65%
2015년 3월 16일,53.94,53.94,53.94,53.94,-,-0.77%
2015년 3월 13일,54.36,54.36,54.36,54.36,-,-2.12%
2015년 3월 12일,55.54,55.54,55.54,55.54,-,-0.66%
2015년 3월 11일,55.91,55.91,55.91,55.91,-,1.47%
2015년 3월 10일,55.1,55.1,55.1,55.1,-,-2.70%
2015년 3월 9일,56.63,56.63,56.63,56.63,-,-1.36%
2015년 3월 6일,57.41,57.41,57.41,57.41,-,-0.78%
2015년 3월 5일,57.86,57.86,57.86,57.86,-,-0.48%
2015년 3월 4일,58.14,58.14,58.14,58.14,-,-0.90%
2015년 3월 3일,58.67,58.67,58.67,58.67,-,2.88%
2015년 3월 2일,57.03,57.03,57.03,57.03,-,2.87%
2015년 2월 27일,55.44,55.44,55.44,55.44,-,0.20%
2015년 2월 26일,55.33,55.33,55.33,55.33,-,-0.23%
2015년 2월 25일,55.46,55.46,55.46,55.46,-,0.67%
2015년 2월 24일,55.09,55.09,55.09,55.09,-,-0.27%
2015년 2월 23일,55.24,55.24,55.24,55.24,-,-1.74%
2015년 2월 20일,56.22,56.22,56.22,56.22,-,0.00%
2015년 2월 19일,56.22,56.22,56.22,56.22,-,0.00%
2015년 2월 18일,56.22,56.22,56.22,56.22,-,0.05%
2015년 2월 17일,56.19,56.19,56.19,56.19,-,0.61%
2015년 2월 13일,55.85,55.85,55.85,55.85,-,1.14%
2015년 2월 12일,55.22,55.22,55.22,55.22,-,3.64%
2015년 2월 11일,53.28,53.28,53.28,53.28,-,-0.97%
2015년 2월 10일,53.8,53.8,53.8,53.8,-,-1.91%
2015년 2월 9일,54.85,54.85,54.85,54.85,-,0.68%
2015년 2월 6일,54.48,54.48,54.48,54.48,-,1.53%
2015년 2월 5일,53.66,53.66,53.66,53.66,-,-0.70%
2015년 2월 4일,54.04,54.04,54.04,54.04,-,2.17%
2015년 2월 3일,52.89,52.89,52.89,52.89,-,1.32%
2015년 2월 2일,52.2,52.2,52.2,52.2,-,14.55%
2015년 1월 30일,45.57,45.57,45.57,45.57,-,0.00%
2015년 1월 29일,45.57,45.57,45.57,45.57,-,0.09%
2015년 1월 28일,45.53,45.53,45.53,45.53,-,-0.24%
2015년 1월 27일,45.64,45.64,45.64,45.64,-,0.48%
2015년 1월 26일,45.42,45.42,45.42,45.42,-,-0.22%
2015년 1월 23일,45.52,45.52,45.52,45.52,-,0.26%
2015년 1월 22일,45.4,45.4,45.4,45.4,-,-0.31%
2015년 1월 21일,45.54,45.54,45.54,45.54,-,0.55%
2015년 1월 20일,45.29,45.29,45.29,45.29,-,-1.80%
2015년 1월 16일,46.12,46.12,46.12,46.12,-,1.18%
2015년 1월 15일,45.58,45.58,45.58,45.58,-,-1.98%
2015년 1월 14일,46.5,46.5,46.5,46.5,-,2.51%
2015년 1월 13일,45.36,45.36,45.36,45.36,-,-1.28%
2015년 1월 12일,45.95,45.95,45.95,45.95,-,-3.69%
2015년 1월 9일,47.71,47.71,47.71,47.71,-,-0.62%
2015년 1월 8일,48.01,48.01,48.01,48.01,-,-0.46%
2015년 1월 7일,48.23,48.23,48.23,48.23,-,0.10%
2015년 1월 6일,48.18,48.18,48.18,48.18,-,-2.63%
2015년 1월 5일,49.48,49.48,49.48,49.48,-,-7.86%
2015년 1월 2일,53.7,53.7,53.7,53.7,-,-10.66%
2014년 12월 31일,60.11,60.11,60.11,60.11,-,-0.07%
2014년 12월 30일,60.15,60.15,60.15,60.15,-,-0.15%
2014년 12월 29일,60.24,60.24,60.24,60.24,-,-0.28%
2014년 12월 26일,60.41,60.41,60.41,60.41,-,-0.02%
2014년 12월 24일,60.42,60.42,60.42,60.42,-,-0.41%
2014년 12월 23일,60.67,60.67,60.67,60.67,-,0.60%
2014년 12월 22일,60.31,60.31,60.31,60.31,-,-0.49%
2014년 12월 19일,60.61,60.61,60.61,60.61,-,0.92%
2014년 12월 18일,60.06,60.06,60.06,60.06,-,-1.12%
2014년 12월 17일,60.74,60.74,60.74,60.74,-,0.55%
2014년 12월 16일,60.41,60.41,60.41,60.41,-,-1.19%
2014년 12월 15일,61.14,61.14,61.14,61.14,-,-0.71%
2014년 12월 12일,61.58,61.58,61.58,61.58,-,-1.68%
2014년 12월 11일,62.63,62.63,62.63,62.63,-,-0.45%
2014년 12월 10일,62.91,62.91,62.91,62.91,-,-2.77%
2014년 12월 9일,64.7,64.7,64.7,64.7,-,0.72%
2014년 12월 8일,64.24,64.24,64.24,64.24,-,-2.96%
2014년 12월 5일,66.2,66.2,66.2,66.2,-,-1.12%
2014년 12월 4일,66.95,66.95,66.95,66.95,-,-0.18%
2014년 12월 3일,67.07,67.07,67.07,67.07,-,-1.43%
2014년 12월 2일,68.04,68.04,68.04,68.04,-,-2.92%
2014년 12월 1일,70.09,70.09,70.09,70.09,-,-8.18%
2014년 11월 28일,76.33,76.33,76.33,76.33,-,-0.38%
2014년 11월 26일,76.62,76.62,76.62,76.62,-,-0.14%
2014년 11월 25일,76.73,76.73,76.73,76.73,-,-0.29%
2014년 11월 24일,76.95,76.95,76.95,76.95,-,-0.10%
2014년 11월 21일,77.03,77.03,77.03,77.03,-,0.51%
2014년 11월 20일,76.64,76.64,76.64,76.64,-,0.45%
2014년 11월 19일,76.3,76.3,76.3,76.3,-,-0.24%
2014년 11월 18일,76.48,76.48,76.48,76.48,-,-0.48%
2014년 11월 17일,76.85,76.85,76.85,76.85,-,0.00%
2014년 11월 14일,76.85,76.85,76.85,76.85,-,0.93%
2014년 11월 13일,76.14,76.14,76.14,76.14,-,-2.67%
2014년 11월 12일,78.23,78.23,78.23,78.23,-,-0.77%
2014년 11월 11일,78.84,78.84,78.84,78.84,-,-0.71%
2014년 11월 10일,79.4,79.4,79.4,79.4,-,-0.99%
2014년 11월 7일,80.19,80.19,80.19,80.19,-,0.31%
2014년 11월 6일,79.94,79.94,79.94,79.94,-,-0.24%
2014년 11월 5일,80.13,80.13,80.13,80.13,-,-0.12%
2014년 11월 4일,80.23,80.23,80.23,80.23,-,-2.29%
2014년 11월 3일,82.11,82.11,82.11,82.11,-,-5.22%
2014년 10월 31일,86.63,86.63,86.63,86.63,-,-0.03%
2014년 10월 30일,86.66,86.66,86.66,86.66,-,-0.10%
2014년 10월 29일,86.75,86.75,86.75,86.75,-,0.13%
2014년 10월 28일,86.64,86.64,86.64,86.64,-,0.13%
2014년 10월 27일,86.53,86.53,86.53,86.53,-,-0.09%
2014년 10월 24일,86.61,86.61,86.61,86.61,-,-0.09%
2014년 10월 23일,86.69,86.69,86.69,86.69,-,0.41%
2014년 10월 22일,86.34,86.34,86.34,86.34,-,-0.58%
2014년 10월 21일,86.84,86.84,86.84,86.84,-,0.00%
2014년 10월 20일,86.84,86.84,86.84,86.84,-,-0.33%
2014년 10월 17일,87.13,87.13,87.13,87.13,-,0.09%
2014년 10월 16일,87.05,87.05,87.05,87.05,-,1.12%
2014년 10월 15일,86.09,86.09,86.09,86.09,-,-1.23%
2014년 10월 14일,87.16,87.16,87.16,87.16,-,-2.42%
2014년 10월 13일,89.32,89.32,89.32,89.32,-,-0.37%
2014년 10월 10일,89.65,89.65,89.65,89.65,-,0.31%
2014년 10월 9일,89.37,89.37,89.37,89.37,-,-1.16%
2014년 10월 8일,90.42,90.42,90.42,90.42,-,-0.76%
2014년 10월 7일,91.11,91.11,91.11,91.11,-,-1.51%
2014년 10월 6일,92.51,92.51,92.51,92.51,-,1.26%
2014년 10월 3일,91.36,91.36,91.36,91.36,-,-0.91%
2014년 10월 2일,92.2,92.2,92.2,92.2,-,-0.84%
2014년 10월 1일,92.98,92.98,92.98,92.98,-,-3.62%
2014년 9월 30일,96.47,96.47,96.47,96.47,-,-0.02%
2014년 9월 29일,96.49,96.49,96.49,96.49,-,-0.01%
2014년 9월 26일,96.5,96.5,96.5,96.5,-,-0.04%
2014년 9월 25일,96.54,96.54,96.54,96.54,-,0.02%
2014년 9월 24일,96.52,96.52,96.52,96.52,-,0.04%
2014년 9월 23일,96.48,96.48,96.48,96.48,-,-0.02%
2014년 9월 22일,96.5,96.5,96.5,96.5,-,-0.44%
2014년 9월 19일,96.93,96.93,96.93,96.93,-,0.25%
2014년 9월 18일,96.69,96.69,96.69,96.69,-,-0.56%
2014년 9월 17일,97.23,97.23,97.23,97.23,-,-0.11%
2014년 9월 16일,97.34,97.34,97.34,97.34,-,0.28%
2014년 9월 15일,97.07,97.07,97.07,97.07,-,0.06%
2014년 9월 12일,97.01,97.01,97.01,97.01,-,-0.36%
2014년 9월 11일,97.36,97.36,97.36,97.36,-,0.14%
2014년 9월 10일,97.22,97.22,97.22,97.22,-,-0.79%
2014년 9월 9일,97.99,97.99,97.99,97.99,-,-0.46%
2014년 9월 8일,98.44,98.44,98.44,98.44,-,-0.37%
2014년 9월 5일,98.81,98.81,98.81,98.81,-,-0.93%
2014년 9월 4일,99.74,99.74,99.74,99.74,-,-1.18%
2014년 9월 3일,100.93,100.93,100.93,100.93,-,2.28%
2014년 9월 2일,98.68,98.68,98.68,98.68,-,-3.00%
2014년 8월 29일,101.73,101.73,101.73,101.73,-,-0.03%
2014년 8월 28일,101.76,101.76,101.76,101.76,-,-0.03%
2014년 8월 27일,101.79,101.79,101.79,101.79,-,0.12%
2014년 8월 26일,101.67,101.67,101.67,101.67,-,0.01%
2014년 8월 25일,101.66,101.66,101.66,101.66,-,0.09%
2014년 8월 22일,101.57,101.57,101.57,101.57,-,-0.21%
2014년 8월 21일,101.78,101.78,101.78,101.78,-,0.03%
2014년 8월 20일,101.75,101.75,101.75,101.75,-,0.16%
2014년 8월 19일,101.59,101.59,101.59,101.59,-,-0.02%
2014년 8월 18일,101.61,101.61,101.61,101.61,-,-0.81%
2014년 8월 15일,102.44,102.44,102.44,102.44,-,0.65%
2014년 8월 14일,101.78,101.78,101.78,101.78,-,-1.74%
2014년 8월 13일,103.58,103.58,103.58,103.58,-,0.73%
2014년 8월 12일,102.83,102.83,102.83,102.83,-,-0.70%
2014년 8월 11일,103.55,103.55,103.55,103.55,-,-0.06%
2014년 8월 8일,103.61,103.61,103.61,103.61,-,-0.30%
2014년 8월 7일,103.92,103.92,103.92,103.92,-,0.83%
2014년 8월 6일,103.06,103.06,103.06,103.06,-,-0.02%
2014년 8월 5일,103.08,103.08,103.08,103.08,-,-1.12%
2014년 8월 4일,104.25,104.25,104.25,104.25,-,0.78%
2014년 8월 1일,103.44,103.44,103.44,103.44,-,-2.55%
2014년 7월 31일,106.15,106.15,106.15,106.15,-,-0.05%
2014년 7월 30일,106.2,106.2,106.2,106.2,-,-0.09%
2014년 7월 29일,106.3,106.3,106.3,106.3,-,0.11%
2014년 7월 28일,106.18,106.18,106.18,106.18,-,-0.22%
2014년 7월 25일,106.41,106.41,106.41,106.41,-,0.24%
2014년 7월 24일,106.16,106.16,106.16,106.16,-,-0.19%
2014년 7월 23일,106.36,106.36,106.36,106.36,-,0.11%
2014년 7월 22일,106.24,106.24,106.24,106.24,-,0.02%
2014년 7월 21일,106.22,106.22,106.22,106.22,-,0.24%
2014년 7월 18일,105.97,105.97,105.97,105.97,-,-0.37%
2014년 7월 17일,106.36,106.36,106.36,106.36,-,0.40%
2014년 7월 16일,105.94,105.94,105.94,105.94,-,0.05%
2014년 7월 15일,105.89,105.89,105.89,105.89,-,-0.28%
2014년 7월 14일,106.19,106.19,106.19,106.19,-,0.38%
2014년 7월 11일,105.79,105.79,105.79,105.79,-,-1.00%
2014년 7월 10일,106.86,106.86,106.86,106.86,-,0.27%
2014년 7월 9일,106.57,106.57,106.57,106.57,-,1.30%
2014년 7월 8일,105.2,105.2,105.2,105.2,-,0.00%
2014년 7월 7일,105.2,105.2,105.2,105.2,-,0.00%
2014년 7월 3일,105.2,105.2,105.2,105.2,-,0.00%
2014년 7월 2일,105.2,105.2,105.2,105.2,-,0.00%
2014년 7월 1일,105.2,105.2,105.2,105.2,-,1.15%
2014년 6월 27일,104,104,104,104,-,0.00%
2014년 6월 26일,104,104,104,104,-,0.00%
2014년 6월 25일,104,104,104,104,-,0.00%
2014년 6월 24일,104,104,104,104,-,0.00%
2014년 6월 23일,104,104,104,104,-,0.00%
2014년 6월 20일,104,104,104,104,-,0.00%
2014년 6월 19일,104,104,104,104,-,0.00%
2014년 6월 18일,104,104,104,104,-,0.00%
2014년 6월 17일,104,104,104,104,-,0.00%
2014년 6월 16일,104,104,104,104,-,0.00%
2014년 6월 13일,104,104,104,104,-,0.00%
2014년 6월 12일,104,104,104,104,-,0.00%
2014년 6월 11일,104,104,104,104,-,0.00%
2014년 6월 10일,104,104,104,104,-,0.00%
2014년 6월 9일,104,104,104,104,-,0.00%
2014년 6월 6일,104,104,104,104,-,0.00%
2014년 6월 5일,104,104,104,104,-,0.00%
2014년 6월 4일,104,104,104,104,-,0.00%
2014년 6월 3일,104,104,104,104,-,0.00%
2014년 6월 2일,104,104,104,104,-,0.00%
2014년 5월 29일,104,104,104,104,-,0.00%
2014년 5월 28일,104,104,104,104,-,0.00%
2014년 5월 27일,104,104,104,104,-,0.00%
2014년 5월 23일,104,104,104,104,-,0.00%
2014년 5월 22일,104,104,104,104,-,0.00%
2014년 5월 21일,104,104,104,104,-,0.00%
2014년 5월 20일,104,104,104,104,-,0.00%
2014년 5월 19일,104,104,104,104,-,0.00%
2014년 5월 16일,104,104,104,104,-,0.00%
2014년 5월 15일,104,104,104,104,-,0.00%
2014년 5월 14일,104,104,104,104,-,0.00%
2014년 5월 13일,104,104,104,104,-,0.00%
2014년 5월 12일,104,104,104,104,-,0.00%
2014년 5월 9일,104,104,104,104,-,0.00%
2014년 5월 8일,104,104,104,104,-,0.00%
2014년 5월 7일,104,104,104,104,-,0.00%
2014년 5월 6일,104,104,104,104,-,0.00%
2014년 5월 5일,104,104,104,104,-,0.00%
2014년 5월 2일,104,104,104,104,-,0.00%
2014년 5월 1일,104,104,104,104,-,0.00%
2014년 4월 30일,104,104,104,104,-,0.00%
2014년 4월 29일,104,104,104,104,-,0.00%
2014년 4월 28일,104,104,104,104,-,0.00%